id,name,file_path
5833367117257125882,Decision,backend/app.py
6660160112518181993,approve,backend/app.py
8798154573640857850,index,backend/app.py
1496328667200904799,_canonical,core/audit.py
4122419328578178866,_row_hash,core/audit.py
1786631309914082706,Ledger,core/audit.py
7882805141687774317,__init__,core/audit.py
5772487899051918031,_read_raw,core/audit.py
4190134856146784865,rows,core/audit.py
740980856069008026,append,core/audit.py
8043296401456372784,verify,core/audit.py
6739675823047667172,precedent,core/audit.py
3550691819590907599,_fixed_ts,core/audit.py
3783089497492346604,build_fixture_duckdb,core/fixtures.py
2454551220365021568,seed_ledger_rows,core/fixtures.py
3874309466299007418,Source,core/graph.py
2891605778667564184,_ensure_fixture,core/graph.py
4523535067962480215,_is_valid_duckdb,core/graph.py
4366699392924165412,Graph,core/graph.py
314562455631684153,__init__,core/graph.py
3083116531516270272,_introspect,core/graph.py
2198959858930734264,schema_report,core/graph.py
3801518256473977609,find_definition,core/graph.py
5599052756049505951,all_definition_names,core/graph.py
5145478264326607745,direct_callers,core/graph.py
4003331155711775721,owning_file_and_dir,core/graph.py
3846239329991777162,name_of,core/graph.py
5850282506554730175,total_definitions,core/graph.py
5130566730713613113,close,core/graph.py
8012128537253698480,Impact,core/impact.py
1132679687173088230,to_dict,core/impact.py
686772421409423676,blast_radius_signature,core/impact.py
1691604444861513983,compute_blast_radius,core/impact.py
1441124648184055166,OrbitCliResult,core/orbit_cli.py
8851939305316021138,as_status_entry,core/orbit_cli.py
1557362986586892046,_truncate,core/orbit_cli.py
3073690311818994035,glab_available,core/orbit_cli.py
8118358084742038787,_record,core/orbit_cli.py
4414192367688673793,get_transcript,core/orbit_cli.py
6200683542108375354,transcript_lines,core/orbit_cli.py
4344390961906831771,clear_transcript,core/orbit_cli.py
5955030031203507303,_render_command,core/orbit_cli.py
5277624557425123493,_run,core/orbit_cli.py
8253807830376486381,_parse_rows,core/orbit_cli.py
691646735282759861,schema,core/orbit_cli.py
1246022010118027193,sql,core/orbit_cli.py
5614198446417940204,probe,core/orbit_cli.py
4426167067005806000,main,scripts/build_fixture.py
4864128303764004800,main,scripts/build_static.py
8577769218360876086,_urllib_get,skills/keystone/run_review.py
5563979799679736981,g,skills/keystone/run_review.py
2986523809524804026,_urllib_post,skills/keystone/run_review.py
6661949984344862446,p,skills/keystone/run_review.py
2118797803055715033,governed_review,skills/keystone/run_review.py
2237502619666632048,_print_report,skills/keystone/run_review.py
3552715490817611153,main,skills/keystone/run_review.py
8203852070281633537,graph,tests/test_engine.py
1482734565408047830,test_blast_radius_exact_counts,tests/test_engine.py
6818314553287061365,test_signature_is_stable_and_set_based,tests/test_engine.py
7714791994246045857,test_unknown_symbol_returns_none,tests/test_engine.py
